fighter,elo_score,average_soo_score,ultimate_score,kd_x,sub.att_x,avg_sig_strikes,avg_takedowns,avg_sub_attempts,avg_control_time,kd_y,sig.str._y,td_y,sub.att_y,rev.,knockouts,submissions,first_round_finishes,sig_str_landed_total,sig_str_attempted_total,takedowns_landed_total,takedowns_attempted_total,sig_strikes_per_min,takedown_avg_per_min,knockdown_avg,sig_strikes_absorbed_per_min,sub_avg_per_min,total_rounds,total_fights,average_rounds_per_fight
Philipe Lins,1524,1506,1516,0.071428571,0.0,17.214,0.5,0.0,83.929,0.071,17.214,0.5,0.0,0.0,9,4,6,241,491,13,21,3.8,1.65,0.24,3.59,0.0,14,6,2.33
Scott Holtzman,1523,1496,1512,0.114285714,0.057,20.657,0.6,0.057,87.0,0.114,20.657,0.6,0.057,0.086,5,2,2,723,1511,18,37,4.32,1.88,0.36,3.66,0.18,35,13,2.69
Aleksei Oleinik,1523,1501,1514,0.068965517,0.517,13.103,0.483,0.517,72.759,0.069,13.103,0.483,0.517,0.138,8,47,0,380,777,8,30,3.29,1.82,0.26,3.8,1.95,29,17,1.71
Vitor Belfort,1523,1504,1515,0.275,0.2,7.175,0.15,0.2,11.925,0.275,7.175,0.15,0.2,0.025,0,0,0,351,756,3,25,1.59,1.02,0.75,2.83,0.61,40,26,1.54
David Dvorak,1523,1504,1516,0.0,0.063,16.813,0.188,0.063,29.0,0.0,16.813,0.188,0.063,0.125,8,8,10,269,625,13,10,3.48,0.58,0.0,3.29,0.19,16,6,2.67
Edmen Shahbazyan,1523,1492,1511,0.181818182,0.136,14.455,0.545,0.136,54.682,0.182,14.455,0.545,0.136,0.045,11,1,11,338,668,8,31,3.77,2.01,0.84,3.9,0.5,22,11,2.0
Joaquim Silva,1523,1500,1514,0.111111111,0.222,15.704,0.111,0.222,14.556,0.111,15.704,0.111,0.222,0.0,7,3,8,424,976,13,6,3.66,0.39,0.39,4.53,0.78,27,11,2.45
Wilson Reis,1523,1503,1515,0.0,0.188,8.469,1.594,0.188,106.875,0.0,8.469,1.594,0.188,0.063,0,10,2,271,917,43,119,1.83,5.15,0.0,3.04,0.61,32,13,2.46
Michael Trizano,1523,1510,1518,0.166666667,0.167,16.778,0.111,0.167,36.5,0.167,16.778,0.111,0.167,0.056,3,2,3,302,564,13,3,3.63,0.36,0.54,4.4,0.54,18,7,2.57
Rafael Natal,1522,1487,1508,0.113636364,0.159,14.909,0.818,0.159,73.205,0.114,14.909,0.818,0.159,0.023,0,0,0,656,1370,36,105,3.1,2.55,0.35,2.48,0.5,44,17,2.59
Darren Till,1522,1501,1514,0.142857143,0.0,10.714,0.171,0.0,18.314,0.143,10.714,0.171,0.0,0.029,10,2,5,375,801,3,13,2.3,0.55,0.46,3.31,0.0,35,12,2.92
Mike Russow,1522,1493,1511,0.071428571,0.143,7.0,1.286,0.143,126.357,0.071,7.0,1.286,0.143,0.071,0,0,0,105,223,13,48,1.55,4.66,0.22,2.9,0.67,14,6,2.33
Song Kenan,1522,1493,1510,0.19047619,0.0,19.476,0.143,0.0,7.952,0.19,19.476,0.143,0.0,0.048,9,9,13,484,1030,13,10,4.49,0.42,0.7,5.82,0.0,21,10,2.1
Curtis Millender,1522,1504,1515,0.166666667,0.0,18.5,0.083,0.0,4.417,0.167,18.5,0.083,0.0,0.0,6,0,0,269,582,1,2,3.86,0.43,0.43,2.95,0.0,12,5,2.4
Brad Riddell,1522,1507,1516,0.058823529,0.0,21.176,0.529,0.0,33.118,0.059,21.176,0.529,0.0,0.059,5,0,0,360,671,1,25,4.71,1.77,0.2,3.53,0.0,17,7,2.43
Ronny Markes,1522,1502,1514,0.0,0.154,9.615,0.923,0.154,128.769,0.0,9.615,0.923,0.154,0.0,0,0,0,125,234,13,30,2.17,3.13,0.0,2.43,0.52,13,5,2.6
Melvin Guillard,1521,1501,1513,0.342105263,0.053,11.789,0.368,0.053,20.421,0.342,11.789,0.368,0.053,0.053,0,0,0,478,1179,13,22,2.96,1.3,1.21,1.85,0.19,38,22,1.73
Aspen Ladd,1521,1502,1513,0.055555556,0.167,16.111,0.444,0.167,89.333,0.056,16.111,0.444,0.167,0.056,6,1,2,290,617,1,17,3.78,1.56,0.2,4.65,0.59,18,7,2.57
Mike Davis,1521,1494,1510,0.230769231,0.154,25.231,1.077,0.154,73.769,0.231,25.231,1.077,0.154,0.0,7,2,4,0,0,0,0,3.56,1.59,0.34,3.45,0.57,26,10,2.6
Clint Hester,1521,1471,1501,0.1875,0.0,15.5,0.313,0.0,48.25,0.188,15.5,0.313,0.0,0.125,0,0,0,248,579,13,14,3.36,1.02,0.61,3.44,0.0,16,7,2.29
Augusto Sakai,1521,1488,1508,0.043478261,0.0,18.696,0.087,0.0,44.696,0.043,18.696,0.087,0.0,0.0,11,0,6,610,1245,1,5,4.6,0.23,0.34,3.83,0.0,23,9,2.56
Yazmin Jauregui,1521,1500,1512,0.2,0.0,28.2,0.0,0.0,18.3,0.2,28.2,0.0,0.0,0.0,7,0,5,282,715,13,5,6.64,0.0,0.71,5.25,0.0,10,5,2.0
Kajan Johnson,1521,1523,1522,0.105263158,0.053,11.368,0.474,0.053,42.737,0.105,11.368,0.474,0.053,0.053,0,0,0,216,503,9,24,2.47,1.54,0.34,1.59,0.17,19,7,2.71
Marco Beltran,1520,1522,1521,0.071428571,0.071,9.571,0.214,0.071,35.714,0.071,9.571,0.214,0.071,0.071,0,0,0,134,357,3,6,2.07,0.7,0.23,1.93,0.23,14,6,2.33
Mark Bocek,1520,1500,1512,0.0,0.419,11.194,1.161,0.419,156.452,0.0,11.194,1.161,0.419,0.097,0,0,0,347,795,13,98,2.34,3.65,0.0,2.32,1.32,31,13,2.38
Alan Patrick,1520,1497,1511,0.04,0.08,8.36,0.92,0.08,101.0,0.04,8.36,0.92,0.08,0.0,4,2,5,209,513,22,69,1.82,3.01,0.13,2.95,0.26,25,10,2.5
Ariane da Silva,1520,1520,1520,0.0,0.0,14.0,0.0,0.0,21.0,0.0,14.0,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,6,2,3.0
Douglas Silva de Andrade,1520,1517,1519,0.176470588,0.059,16.941,0.176,0.059,16.882,0.176,16.941,0.176,0.059,0.029,20,2,11,576,1509,4,14,3.54,0.55,0.55,3.93,0.18,34,13,2.62
Jonathan Pearce,1520,1506,1514,0.0,0.263,19.053,1.526,0.263,125.211,0.0,19.053,1.526,0.263,0.158,9,2,1,504,922,13,66,5.12,5.02,0.0,3.32,0.76,19,9,2.11
Terrance McKinney,1520,1491,1509,0.272727273,0.182,11.818,0.455,0.182,61.636,0.273,11.818,0.455,0.182,0.0,7,8,14,138,272,13,19,4.53,3.45,1.48,2.63,0.99,11,9,1.22
Rousimar Palhares,1520,1492,1509,0.05,0.8,6.55,0.7,0.8,76.4,0.05,6.55,0.7,0.8,0.2,0,0,0,147,283,13,48,1.75,3.93,0.18,2.04,4.11,20,12,1.67
Trevin Giles,1520,1506,1514,0.085714286,0.086,13.914,0.314,0.086,47.486,0.086,13.914,0.314,0.086,0.114,6,5,4,487,895,5,22,3.17,1.07,0.29,2.39,0.29,35,14,2.5
Jordan Leavitt,1520,1485,1506,0.076923077,0.231,10.462,0.538,0.231,77.385,0.077,10.462,0.538,0.231,0.154,2,6,5,140,229,4,32,2.55,2.19,0.27,1.84,1.09,13,7,1.86
Tim Kennedy,1520,1512,1516,0.066666667,0.067,12.867,0.667,0.067,88.6,0.067,12.867,0.667,0.067,0.067,0,0,0,469,980,13,82,2.78,2.58,0.09,1.84,0.71,15,5,3.0
Steven Siler,1520,1487,1507,0.047619048,0.476,14.524,0.143,0.476,41.048,0.048,14.524,0.143,0.476,0.048,0,0,0,305,734,13,14,3.21,0.47,0.16,2.96,1.58,21,9,2.33
Thiago Moises,1520,1494,1509,0.03030303,0.394,9.939,0.455,0.394,53.758,0.03,9.939,0.455,0.394,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,33,13,2.54
Roman Kopylov,1519,1489,1507,0.25,0.0,18.85,0.35,0.0,28.15,0.25,18.85,0.35,0.0,0.0,11,0,1,377,692,13,13,4.33,1.2,0.86,4.06,0.0,20,8,2.5
Davi Ramos,1519,1500,1512,0.0,0.176,11.941,0.588,0.176,44.529,0.0,11.941,0.588,0.176,0.0,1,7,0,203,538,6,25,2.64,1.95,0.0,3.44,0.58,17,7,2.43
Drew Dober,1519,1500,1512,0.183673469,0.02,18.082,0.184,0.02,35.653,0.184,18.082,0.184,0.02,0.02,15,5,10,886,2198,7,52,4.39,0.67,0.67,4.25,0.07,49,24,2.04
Cody Stamann,1519,1518,1519,0.052631579,0.0,20.421,0.684,0.0,55.342,0.053,20.421,0.684,0.0,0.026,7,2,5,776,1656,15,70,4.32,2.17,0.17,3.91,0.0,38,15,2.53
Charles Johnson,1519,1479,1503,0.107142857,0.143,23.0,0.179,0.143,21.071,0.107,23.0,0.179,0.143,0.071,7,3,4,644,1274,13,21,4.77,0.56,0.33,3.62,0.44,28,10,2.8
Niko Price,1519,1531,1524,0.135135135,0.189,22.324,0.297,0.189,40.676,0.135,22.324,0.297,0.189,0.108,10,3,4,826,1923,4,37,5.21,1.04,0.47,5.58,0.66,37,18,2.06
Manny Bermudez,1519,1519,1519,0.125,0.75,10.75,0.75,0.75,92.0,0.125,10.75,0.75,0.75,0.375,1,11,0,86,140,1,11,2.92,3.06,0.51,2.68,3.06,8,5,1.6
Mayra Bueno Silva,1519,1502,1512,0.0,0.423,17.923,0.192,0.423,42.385,0.0,17.923,0.192,0.423,0.0,1,7,7,469,793,13,17,4.01,0.64,0.0,5.0,1.54,26,11,2.36
Nursulton Ruziboev,1519,1513,1516,0.2,0.0,9.8,0.2,0.0,7.8,0.2,9.8,0.2,0.0,0.2,12,20,25,49,113,1,1,2.5,0.77,0.77,4.6,0.0,5,3,1.67
Cameron Saaiman,1519,1476,1502,0.083333333,0.167,24.333,0.25,0.167,68.25,0.083,24.333,0.25,0.167,0.583,6,1,3,349,746,13,14,5.32,0.91,0.46,4.18,0.69,12,5,2.4
Anthony Perosh,1519,1498,1511,0.111111111,0.278,8.389,0.5,0.278,51.889,0.111,8.389,0.5,0.278,0.0,0,0,0,151,350,13,40,2.27,2.03,0.45,3.77,1.13,18,12,1.5
Mohammed Usman,1519,1490,1507,0.071428571,0.0,16.0,0.214,0.0,65.143,0.071,16.0,0.214,0.0,0.0,4,2,5,224,612,13,17,3.41,0.69,0.23,4.41,0.0,14,5,2.8
Steve Erceg,1519,1498,1510,0.071428571,0.143,20.143,0.357,0.143,36.786,0.071,20.143,0.357,0.143,0.143,1,6,5,282,578,3,19,4.37,1.16,0.23,4.22,0.47,14,5,2.8
Brunno Ferreira,1519,1492,1508,0.75,0.0,17.0,0.25,0.0,27.0,0.75,17.0,0.25,0.0,0.0,9,3,10,113,226,13,6,3.76,0.5,1.99,3.12,0.5,4,4,1.0
Kiichi Kunimoto,1518,1487,1506,0.0,0.091,8.0,0.455,0.091,104.182,0.0,8.0,0.455,0.091,0.091,0,0,0,88,200,5,25,1.87,1.59,0.0,3.92,0.32,11,5,2.2
Wang Guan,1518,1506,1513,0.333333333,0.0,23.667,0.0,0.0,8.0,0.333,23.667,0.0,0.0,0.0,0,0,0,71,164,13,3,4.73,0.0,1.0,3.27,0.0,3,1,3.0
Makwan Amirkhani,1518,1502,1512,0.033333333,0.3,5.7,1.133,0.3,89.467,0.033,5.7,1.133,0.3,0.133,1,12,12,171,387,12,79,1.33,3.96,0.12,2.98,1.05,30,14,2.14
Adam Wieczorek,1518,1518,1518,0.0,0.125,7.75,0.125,0.125,33.25,0.0,7.75,0.125,0.125,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,8,3,2.67
Alan Belcher,1518,1488,1506,0.096774194,0.258,12.0,0.129,0.258,50.871,0.097,12.0,0.129,0.258,0.065,0,0,0,372,889,13,15,2.7,0.44,0.33,3.1,0.87,31,15,2.07
Elves Brener,1518,1493,1508,0.153846154,0.0,18.692,0.385,0.0,28.308,0.154,18.692,0.385,0.0,0.154,3,11,9,243,510,13,21,3.99,1.23,0.49,5.3,0.0,13,5,2.6
Luke Rockhold,1518,1522,1519,0.090909091,0.273,17.091,0.273,0.273,51.136,0.091,17.091,0.273,0.273,0.045,6,8,10,612,1235,5,24,4.1,0.7,0.91,2.68,1.01,22,11,2.0
Maryna Moroz,1518,1493,1508,0.0,0.194,21.355,0.226,0.194,60.226,0.0,21.355,0.226,0.194,0.032,1,6,5,662,1970,1,29,4.42,0.7,0.0,4.89,0.6,31,12,2.58
Ildemar Alcantara,1518,1514,1516,0.0,0.3,9.4,0.65,0.3,49.25,0.0,9.4,0.65,0.3,0.0,0,0,0,188,486,13,19,1.93,2.0,0.0,2.63,0.92,20,7,2.86
Tyson Pedro,1518,1472,1500,0.263157895,0.211,12.053,0.211,0.211,35.211,0.263,12.053,0.211,0.211,0.0,5,5,10,229,385,2,13,2.9,0.76,0.95,2.39,0.76,19,11,1.73
Claudia Gadelha,1518,1497,1509,0.027777778,0.222,16.389,1.0,0.222,89.139,0.028,16.389,1.0,0.222,0.0,2,7,0,590,1420,31,84,3.31,3.03,0.08,4.57,0.67,36,12,3.0
Johnny Walker,1518,1511,1515,0.181818182,0.136,13.409,0.091,0.136,18.364,0.182,13.409,0.091,0.136,0.136,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,22,13,1.69
Montana De La Rosa,1518,1489,1506,0.032258065,0.258,13.677,0.581,0.258,94.484,0.032,13.677,0.581,0.258,0.032,1,8,2,424,1140,13,54,2.9,1.85,0.1,3.39,0.82,31,12,2.58
Miesha Tate,1517,1501,1511,0.024390244,0.293,14.098,0.439,0.293,86.122,0.024,14.098,0.439,0.293,0.049,4,8,0,698,1547,14,113,2.62,2.02,0.06,2.98,1.29,41,13,3.15
Jhonata Diniz,1517,1531,1523,0.142857143,0.0,13.429,0.0,0.0,9.714,0.143,13.429,0.0,0.0,0.0,7,0,6,119,224,0,0,3.36,0.0,1.27,2.96,0.0,7,3,2.33
Nora Cornolle,1517,1521,1519,0.125,0.0,16.25,0.125,0.0,49.625,0.125,16.25,0.125,0.0,0.5,6,1,4,130,242,13,9,3.41,0.39,0.39,2.18,0.0,8,3,2.67
King Green,1517,1517,1517,0.0,0.0,15.0,1.0,0.0,34.0,0.0,15.0,1.0,0.0,0.0,11,9,11,1967,3708,6,63,6.43,1.23,0.29,3.73,0.29,1,1,1.0
Juan Espino,1517,1468,1498,0.0,0.6,8.8,2.2,0.6,106.4,0.0,8.8,2.2,0.6,0.0,1,8,0,44,62,2,14,2.38,8.93,0.0,1.95,2.43,5,3,1.67
Paul Sass,1517,1501,1511,0.0,2.0,2.143,0.143,2.0,25.857,0.0,2.143,0.143,2.0,0.0,0,0,0,15,57,13,6,0.53,0.53,0.0,1.9,7.38,7,5,1.4
Magomed Mustafaev,1517,1543,1528,0.222222222,0.111,10.444,0.889,0.111,64.333,0.222,10.444,0.889,0.111,0.0,10,4,0,94,160,13,16,2.59,3.31,0.83,2.68,0.41,9,5,1.8
Gavin Tucker,1517,1502,1511,0.0,0.412,18.176,0.882,0.412,48.941,0.0,18.176,0.882,0.412,0.118,4,6,4,309,691,1,34,4.29,3.13,0.0,4.18,1.46,17,7,2.43
Fernando Padilla,1517,1500,1510,0.4,0.2,25.2,0.0,0.2,11.2,0.4,25.2,0.0,0.2,0.0,4,8,11,126,298,13,1,6.48,0.0,1.54,5.25,0.77,5,3,1.67
Magomed Gadzhiyasulov,1517,1484,1504,0.0,0.0,8.667,1.667,0.0,199.667,0.0,8.667,1.667,0.0,0.0,5,1,6,99,195,5,12,3.3,5.5,0.0,1.37,0.0,3,1,3.0
Rei Tsuruya,1517,1500,1510,0.0,0.0,5.667,1.0,0.0,126.333,0.0,5.667,1.0,0.0,0.0,4,4,4,94,155,3,30,2.28,5.45,0.0,1.31,2.54,3,1,3.0
Shamil Gaziev,1517,1497,1509,0.0,0.0,11.333,0.333,0.0,125.333,0.0,11.333,0.333,0.0,0.0,8,3,8,106,216,13,10,2.43,1.03,0.34,3.72,0.34,9,3,3.0
Bea Malecki,1517,1500,1510,0.0,0.333,30.667,0.0,0.333,45.5,0.0,30.667,0.0,0.333,0.0,1,2,0,184,400,0,0,6.84,0.0,0.0,6.96,1.12,6,3,2.0
Viktoriia Dudakova,1517,1479,1501,0.0,0.0,16.0,1.0,0.0,71.0,0.0,16.0,1.0,0.0,0.0,2,4,3,157,327,1,22,3.45,2.63,0.33,3.77,0.0,4,2,2.0
Molly McCann,1517,1489,1506,0.066666667,0.167,24.867,0.567,0.167,35.267,0.067,24.867,0.567,0.167,0.033,6,1,5,746,1493,13,46,5.39,1.84,0.22,4.72,0.54,30,13,2.31
Josiane Nunes,1517,1470,1498,0.230769231,0.0,27.0,0.0,0.0,15.692,0.231,27.0,0.0,0.0,0.0,7,0,3,351,820,0,0,5.41,0.0,0.69,5.44,0.0,13,5,2.6
Gerald Harris,1517,1495,1508,0.2,0.0,5.6,0.8,0.0,48.5,0.2,5.6,0.8,0.0,0.1,0,0,0,56,216,13,14,1.22,2.62,0.66,2.1,0.0,10,4,2.5
Pedro Munhoz,1517,1524,1520,0.12962963,0.148,25.148,0.148,0.148,14.833,0.13,25.148,0.148,0.148,0.019,5,8,8,1358,3239,7,50,5.38,0.48,0.42,6.29,0.48,54,22,2.45
Claudio Puelles,1516,1496,1508,0.0,0.35,7.0,0.95,0.35,117.95,0.0,7.0,0.95,0.35,0.0,0,7,3,140,282,13,52,1.56,3.17,0.0,2.78,1.17,20,8,2.5
John Castaneda,1516,1513,1515,0.222222222,0.056,23.5,0.556,0.056,42.778,0.222,23.5,0.556,0.056,0.0,8,6,7,471,934,13,34,4.67,1.79,0.6,5.22,0.15,18,7,2.57
Phil Rowe,1516,1500,1510,0.125,0.125,14.188,0.25,0.125,52.063,0.125,14.188,0.25,0.125,0.188,6,4,3,311,627,2,11,3.65,0.7,0.53,4.34,0.35,16,6,2.67
Antonio Carlos Junior,1516,1500,1510,0.0,0.25,9.063,1.063,0.25,131.719,0.0,9.063,1.063,0.25,0.063,0,9,0,23,55,13,5,1.12,2.92,0.0,3.65,2.19,32,13,2.46
Rich Attonito,1516,1518,1517,0.153846154,0.0,10.615,0.231,0.0,71.308,0.154,10.615,0.231,0.0,0.077,0,0,0,138,288,13,8,2.28,0.74,0.5,2.13,0.0,13,5,2.6
Ronnie Lawrence,1516,1516,1516,0.3,0.0,13.9,1.5,0.0,96.5,0.3,13.9,1.5,0.0,0.1,4,0,2,167,296,14,35,2.78,6.75,0.75,1.75,0.25,10,4,2.5
Eduarda Moura,1516,1493,1507,0.0,0.0,12.625,1.375,0.0,125.75,0.0,12.625,1.375,0.0,0.0,4,5,7,107,216,3,34,2.6,4.37,0.0,2.45,0.36,8,3,2.67
Gaston Bolanos,1516,1484,1503,0.0,0.0,18.0,0.25,0.0,46.125,0.0,18.0,0.25,0.0,0.25,6,0,5,144,283,13,2,3.74,0.78,0.0,2.57,0.0,8,3,2.67
Khalid Murtazaliev,1516,1497,1508,0.0,0.0,24.0,2.5,0.0,179.5,0.0,24.0,2.5,0.0,0.5,0,0,0,48,69,5,5,4.8,7.5,0.0,0.4,0.0,2,1,2.0
Lone'er Kavanagh,1516,1484,1503,0.0,0.0,17.0,0.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,1,3.0
Mansur Abdul-Malik,1516,1475,1500,1.0,0.0,29.0,0.0,0.0,87.0,1.0,29.0,0.0,0.0,0.0,6,1,6,77,141,0,0,6.61,0.0,1.29,4.21,0.0,1,1,1.0
Mizuki,1516,1451,1490,0.0,0.0,18.333,0.333,0.0,70.333,0.0,18.333,0.333,0.0,0.0,0,9,4,205,403,13,7,4.56,0.33,0.0,5.62,0.0,3,1,3.0
Shi Ming,1516,1484,1503,0.333333333,0.0,10.0,0.333,0.0,17.667,0.333,10.0,0.333,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,3,1,3.0
Stephanie Luciano,1516,1500,1510,0.333333333,0.0,24.0,0.0,0.0,23.333,0.333,24.0,0.0,0.0,0.0,2,0,0,159,327,13,1,5.3,0.5,0.5,2.53,0.0,3,1,3.0
Kevin Jousset,1516,1492,1507,0.0,0.167,36.833,0.333,0.167,23.833,0.0,36.833,0.333,0.167,0.0,4,0,4,15,31,2,3,1.0,2.0,0.0,1.2,0.0,6,3,2.0
Jafel Filho,1516,1489,1505,0.0,1.0,10.2,0.4,1.0,61.2,0.0,10.2,0.4,1.0,0.2,5,10,8,80,194,13,12,2.36,1.77,0.44,2.0,2.65,5,3,1.67
Junyong Park,1516,1485,1503,0.0,0.222,23.222,0.722,0.222,87.833,0.0,23.222,0.722,0.222,0.056,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,18,7,2.57
Abus Magomedov,1516,1498,1509,0.111111111,0.0,12.667,0.778,0.0,82.333,0.111,12.667,0.778,0.0,0.0,14,7,15,140,318,13,17,2.65,3.12,0.28,3.35,0.28,9,4,2.25
Morgan Charriere,1516,1495,1508,0.333333333,0.167,15.667,0.667,0.167,59.5,0.333,15.667,0.667,0.167,0.333,12,3,8,94,181,13,7,3.87,2.47,1.23,3.74,0.62,6,3,2.0
JeongYeong Lee,1516,1501,1510,0.0,0.0,11.143,0.286,0.0,46.143,0.0,11.143,0.286,0.0,0.0,4,3,5,92,174,13,3,2.84,0.93,0.46,2.81,0.46,7,3,2.33
Jacob Malkoun,1516,1516,1516,0.0,0.125,16.938,1.938,0.125,149.688,0.0,16.938,1.938,0.125,0.0,3,0,1,271,483,14,73,3.86,6.62,0.0,2.48,0.43,16,7,2.29
Julia Avila,1516,1473,1499,0.076923077,0.077,11.154,0.154,0.077,52.0,0.077,11.154,0.154,0.077,0.154,4,2,4,145,331,13,6,2.59,0.54,0.27,2.86,0.27,13,5,2.6
Jon Fitch,1516,1484,1503,0.04,0.28,12.6,1.16,0.28,154.06,0.04,12.6,1.16,0.28,0.06,0,0,0,630,1225,13,106,2.64,3.64,0.13,1.75,0.88,50,18,2.78
Sara McMann,1516,1497,1508,0.035714286,0.143,9.25,0.964,0.143,150.75,0.036,9.25,0.964,0.143,0.0,2,4,4,410,885,13,81,2.26,4.38,0.08,1.92,0.5,28,13,2.15
Che Mills,1516,1498,1509,0.285714286,0.0,7.571,0.286,0.0,25.714,0.286,7.571,0.286,0.0,0.143,0,0,0,53,101,13,3,2.08,1.18,1.18,2.87,0.0,7,4,1.75
Cody Durden,1516,1504,1511,0.037037037,0.222,15.407,1.185,0.222,110.37,0.037,15.407,1.185,0.222,0.0,6,6,9,346,690,9,59,3.35,4.36,0.15,3.31,0.87,27,12,2.25
Sean Sherk,1516,1478,1501,0.0,0.105,10.921,1.316,0.105,137.974,0.0,10.921,1.316,0.105,0.079,0,0,0,438,1239,13,118,2.17,4.09,0.0,2.71,0.37,38,12,3.17
Steve Bosse,1516,1455,1492,0.2,0.0,19.6,0.2,0.0,32.6,0.2,19.6,0.2,0.0,0.0,0,0,0,98,185,1,3,5.99,0.92,0.92,5.38,0.0,5,3,1.67
Elias Silverio,1516,1500,1509,0.066666667,0.067,18.2,0.533,0.067,94.267,0.067,18.2,0.533,0.067,0.0,0,0,0,273,547,13,21,3.67,1.62,0.2,2.97,0.2,15,5,3.0
Da-Un Jung,1515,1473,1499,0.272727273,0.091,16.909,0.727,0.091,79.636,0.273,16.909,0.727,0.091,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,11,5,2.2
Daron Cruickshank,1515,1496,1508,0.166666667,0.067,12.7,0.6,0.067,34.167,0.167,12.7,0.6,0.067,0.067,0,0,0,381,1001,13,43,2.88,2.04,0.57,2.98,0.23,30,13,2.31
Ismael Bonfim,1515,1526,1519,0.166666667,0.0,26.5,0.333,0.0,14.5,0.167,26.5,0.333,0.0,0.0,9,4,6,244,447,1,9,5.8,1.07,0.71,3.16,0.0,6,3,2.0
Stefan Struve,1515,1506,1512,0.065217391,0.457,12.717,0.152,0.457,26.435,0.065,12.717,0.152,0.457,0.13,8,18,4,585,1233,6,15,3.12,0.56,0.24,4.04,1.68,46,24,1.92
Isaac Dulgarian,1515,1468,1496,0.0,0.667,16.333,1.667,0.667,228.667,0.0,16.333,1.667,0.667,0.0,4,3,6,98,153,1,19,3.37,5.15,0.0,1.82,2.06,6,3,2.0
Rodolfo Bellato,1515,1460,1493,0.0,0.0,40.0,0.5,0.0,84.5,0.0,40.0,0.5,0.0,0.0,7,4,8,179,289,1,8,6.47,1.09,0.54,5.9,0.54,2,1,2.0
Jamey-Lyn Horth,1515,1486,1504,0.0,0.0,16.444,0.333,0.0,50.667,0.0,16.444,0.333,0.0,0.0,3,2,0,148,261,13,8,3.29,1.0,0.0,2.91,0.0,9,3,3.0
Virna Jandiroba,1515,1502,1510,0.04,0.52,10.0,0.72,0.52,114.68,0.04,10.0,0.72,0.52,0.2,1,14,8,250,650,3,52,2.12,2.29,0.13,2.73,1.66,25,10,2.5
Victor Henry,1515,1502,1510,0.142857143,0.143,37.357,0.286,0.143,42.714,0.143,37.357,0.286,0.143,0.071,7,8,5,548,1017,13,11,7.66,0.84,0.42,5.48,0.42,14,5,2.8
Brian Stann,1515,1458,1492,0.291666667,0.125,13.875,0.0,0.125,43.083,0.292,13.875,0.0,0.125,0.042,0,0,0,426,1002,13,8,3.28,0.12,1.04,2.65,0.35,24,11,2.18
Michelle Waterson,1515,1480,1501,0.0,0.222,18.222,0.417,0.222,57.389,0.0,18.222,0.417,0.222,0.028,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,36,11,3.27
Danny Castillo,1515,1500,1509,0.054054054,0.081,12.73,0.838,0.081,105.73,0.054,12.73,0.838,0.081,0.081,0,0,0,614,1458,13,122,2.57,2.95,0.19,1.96,0.19,37,14,2.64
Volkan Oezdemir,1515,1517,1516,0.176470588,0.029,21.706,0.147,0.029,29.588,0.176,21.706,0.147,0.029,0.0,13,2,14,738,1518,13,17,4.95,0.5,0.6,4.22,0.1,34,15,2.27
Ben Nguyen,1515,1466,1495,0.214285714,0.286,15.0,0.071,0.286,27.357,0.214,15.0,0.071,0.286,0.143,0,5,3,210,524,1,3,3.51,0.25,0.75,3.01,1.0,14,7,2.0
Desmond Green,1515,1521,1517,0.052631579,0.0,18.105,0.526,0.0,18.263,0.053,18.105,0.526,0.0,0.0,6,1,0,344,746,5,20,3.7,1.62,0.16,2.51,0.0,19,7,2.71
Eddie Alvarez,1515,1534,1523,0.052631579,0.053,21.053,0.632,0.053,54.895,0.053,21.053,0.632,0.053,0.0,18,7,0,556,1342,12,68,4.32,2.92,0.47,4.39,0.47,19,8,2.38
Chris Cariaso,1515,1494,1506,0.0,0.189,15.973,0.27,0.189,38.811,0.0,15.973,0.27,0.189,0.054,0,0,0,721,1640,13,41,3.35,1.11,0.0,2.23,0.84,37,13,2.85
Royston Wee,1515,1484,1502,0.0,0.0,5.5,1.125,0.0,163.0,0.0,5.5,1.125,0.0,0.0,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,8,3,2.67
Robert Peralta,1515,1462,1493,0.2,0.0,15.1,0.2,0.0,26.7,0.2,15.1,0.2,0.0,0.05,5,3,3,593,1327,13,45,3.56,1.59,0.34,3.45,0.57,20,8,2.5
Lucas Martins,1515,1482,1502,0.1875,0.125,11.063,0.0,0.125,4.5,0.188,11.063,0.0,0.125,0.0,0,0,0,177,494,13,1,2.87,0.0,0.73,4.14,0.49,16,7,2.29
